Group,Filename,Structural_Phi,Order_Parameter_r,Invariant_Delta,Clinical_State
data,umath-validation-set-cosh.csv,1.10e+00,6395.3608,6394.5108,CRITICAL_BREAKDOWN
data,umath-validation-set-expm1.csv,1.10e+00,6266.314,6265.464,CRITICAL_BREAKDOWN
data,umath-validation-set-sinh.csv,6.93e-01,6771.3739,6770.5239,CRITICAL_BREAKDOWN
data,umath-validation-set-tanh.csv,0.00e+00,24760.7951,24759.9451,CRITICAL_BREAKDOWN
data,umath-validation-set-log10.csv,1.39e+00,6719.4563,6718.6063,CRITICAL_BREAKDOWN
data,umath-validation-set-arcsin.csv,1.39e+00,6399.7441,6398.8941,CRITICAL_BREAKDOWN
data,umath-validation-set-arccos.csv,1.10e+00,6371.893,6371.043,CRITICAL_BREAKDOWN
data,umath-validation-set-log1p.csv,6.93e-01,6683.099,6682.249,CRITICAL_BREAKDOWN
data,umath-validation-set-log.csv,nan,,,DYNAMIC_FLOW
data,umath-validation-set-exp2.csv,6.93e-01,6568.7146,6567.8646,CRITICAL_BREAKDOWN
data,umath-validation-set-arccosh.csv,6.93e-01,6836.6843,6835.8343,CRITICAL_BREAKDOWN
data,umath-validation-set-tan.csv,1.39e+00,6306.2347,6305.3847,CRITICAL_BREAKDOWN
data,umath-validation-set-exp.csv,nan,,,DYNAMIC_FLOW
data,philox-testset-1.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
data,philox-testset-2.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
data,sfc64-testset-1.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
data,sfc64-testset-2.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
data,mt19937-testset-2.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
data,mt19937-testset-1.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
data,pcg64-testset-1.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
data,pcg64-testset-2.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
data,pcg64dxsm-testset-1.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
data,pcg64dxsm-testset-2.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
sleep_physionet,age_records.csv,5.52e+01,0.0122,0.8378,DYNAMIC_FLOW
resources,Artemis123_ChannelMap.csv,nan,,,DYNAMIC_FLOW
resources,Artemis123_mneLoc.csv,9.92e+01,0.5774,0.2726,DYNAMIC_FLOW
data,wine_data.csv,8.14e+02,0.0009,0.8491,DYNAMIC_FLOW
data,iris.csv,5.00e+01,0.2262,0.6238,DYNAMIC_FLOW
data,breast_cancer.csv,1.48e+02,5243.2454,5242.3954,CRITICAL_BREAKDOWN
chb03,chb03_chb03_01_functional_stability_stepC_dyn.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_entropy.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_FSI_t.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
formula_test_2026-02-15_10-12-02,formula_test_all_20260215_100355.csv,1.84e+03,0.0025,0.8475,DYNAMIC_FLOW
formula_test_2026-02-15_10-12-02,formula_test_all_20260215_100355.csv,1.84e+03,0.0025,0.8475,DYNAMIC_FLOW
ds007358,chb02_17_delta_corr_timeseries.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
ds007358,chb_ictal_features.csv,2.33e+05,0.0001,0.8499,DYNAMIC_FLOW
ds007358,windows_scored_preictal_index.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
ds007358,chb_window_timeseries_sample.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
ds007358,chb03_chb03_01_functional_stability_stepC_entropy.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
ds007358,chb03_chb03_01_functional_stability_stepC_FSI_t.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
ds007358,chb03_chb03_01_functional_stability_stepC_dyn.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
ds007358,chb_preictal_baseline_ready.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
ds007358,signaturelab_with_FSI.csv,5.02e+01,37.0975,36.2475,CRITICAL_BREAKDOWN
ds007358,_parkinson_report.csv,nan,,,DYNAMIC_FLOW
ds007358,windows_labeled.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
ds007358,chb_earlywarning_metrics.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
ds007358,chb02_17_delta_corr_timeseries.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
ds007358,chb_ictal_features.csv,2.33e+05,0.0001,0.8499,DYNAMIC_FLOW
ds007358,windows_scored_preictal_index.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
ds007358,chb_window_timeseries_sample.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
ds007358,chb03_chb03_01_functional_stability_stepC_entropy.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
ds007358,chb03_chb03_01_functional_stability_stepC_FSI_t.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
ds007358,chb03_chb03_01_functional_stability_stepC_dyn.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
ds007358,chb_preictal_baseline_ready.csv,nan,,,DYNAMIC_FLOW
ds007358,signaturelab_with_FSI.csv,5.02e+01,37.0312,36.1812,CRITICAL_BREAKDOWN
CHB,chb_ictal_features.csv,2.33e+05,0.0001,0.8499,DYNAMIC_FLOW
CHB,chb_preictal_baseline_ready.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
CHB,chb_earlywarning_metrics.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
outputs_chbmit,chb02_17_delta_corr_timeseries.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_entropy.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_FSI_t.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_dyn.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHB_PRE_vs_INTER_20260218_133447,windows_scored_preictal_index.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHB_PRED_20260218_121717,chb_window_timeseries_sample.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
ALL_DATA_SIGNATURELAB_20260218_104048,signaturelab_summary.csv,3.00e+00,968.4002,967.5502,CRITICAL_BREAKDOWN
ALL_DATA_SIGNATURELAB_20260218_104048,signaturelab_with_FSI.csv,5.02e+01,36.902,36.052,CRITICAL_BREAKDOWN
CHB_PRE_vs_INTER_20260218_133447,windows_scored_preictal_index.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHB_PRE_vs_INTER_20260218_133447,windows_labeled.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHB_PRED_20260218_121717,chb_window_timeseries_sample.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_entropy.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_FSI_t.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_dyn.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
Parkinson,_parkinson_report.csv,nan,,,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_FSI_t.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
ALL_DATA_SIGNATURELAB_20260218_104048,signaturelab_summary.csv,3.00e+00,987.5336,986.6836,CRITICAL_BREAKDOWN
ALL_DATA_SIGNATURELAB_20260218_104048,signaturelab_with_FSI.csv,5.02e+01,37.1013,36.2513,CRITICAL_BREAKDOWN
outputs_chbmit,chb02_17_delta_corr_timeseries.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
results,siena_PN_segments_120s_MAX20_stream.csv,5.81e+02,0.0004,0.8496,DYNAMIC_FLOW
results,siena_PN_segments_120s_STEP2_stream.csv,6.82e+02,0.0003,0.8497,DYNAMIC_FLOW
outputs_master,master_edf_scan.csv,nan,,,DYNAMIC_FLOW
outputs_master,master_ok.csv,4.65e+03,0.0002,0.8498,DYNAMIC_FLOW
neurocore_outputs_fsd_v1,transition_early_warning_series.csv,5.75e+01,10.4481,9.5981,CRITICAL_BREAKDOWN
neurocore_outputs_eeg_motor,inventory_EEG_MOTOR.csv,3.50e+03,70.3827,69.5327,CRITICAL_BREAKDOWN
Parkinson,_parkinson_report.csv,nan,,,DYNAMIC_FLOW
chbmit_run_20260213_102107,transitions.csv,5.22e+02,0.0001,0.8499,DYNAMIC_FLOW
chbmit_batch_v2_20260213_120037,batch_summary_partial.csv,1.06e+02,111.6598,110.8098,CRITICAL_BREAKDOWN
chbmit_batch_v2_20260213_120037,batch_summary_final.csv,1.06e+02,116.7612,115.9112,CRITICAL_BREAKDOWN
chbmit_batch_v2_20260213_120037,batch_rank_by_consistency.csv,1.47e+02,114.2429,113.3929,CRITICAL_BREAKDOWN
chbmit_run_20260213_214045,transitions.csv,5.22e+02,0.0001,0.8499,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_dyn.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_entropy.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_FSI_t.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
_reports,AUDIT_PIPELINES.csv,3.56e+02,823.3412,822.4912,CRITICAL_BREAKDOWN
ALL_DATA_SIGNATURELAB_20260218_104048,signaturelab_summary.csv,3.00e+00,976.0686,975.2186,CRITICAL_BREAKDOWN
ALL_DATA_SIGNATURELAB_20260218_104048,signaturelab_with_FSI.csv,5.02e+01,37.0556,36.2056,CRITICAL_BREAKDOWN
CHB_PRED_20260218_121717,chb_window_timeseries_sample.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHB_PRE_vs_INTER_20260218_133447,windows_labeled.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHB_PRE_vs_INTER_20260218_133447,windows_scored_preictal_index.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
TReNDS_Neuroimaging,sample_submission.csv,0.00e+00,23970.0549,23969.2049,CRITICAL_BREAKDOWN
Vario,NeuroCore_fNIRS_metrics_v5_1.csv,7.35e+03,0.0002,0.8498,DYNAMIC_FLOW
ds005342,file_inventory.csv,2.34e+03,0.3197,0.5303,DYNAMIC_FLOW
NEUROCORE_ANALYSIS,event_adaptation_deltas.csv,5.18e+04,0.0003,0.8497,DYNAMIC_FLOW
NEUROCORE_ANALYSIS,window_level_features.csv,4.27e+04,0.0003,0.8497,DYNAMIC_FLOW
NEUROCORE_IRCCS_INDEX,inventory_full.csv,1.59e+02,96.6601,95.8101,CRITICAL_BREAKDOWN
Pursue_400_Word_Processing,summary_metrics.csv,1.05e+03,0.0043,0.8457,DYNAMIC_FLOW
Pursue_400_Word_Processing,NeuroCore_metrics.csv,2.82e+03,0.0,0.85,DYNAMIC_FLOW
Pursue_400_Word_Processing,Exploratory_AUC_Table.csv,2.82e+02,0.0,0.85,DYNAMIC_FLOW
Pursue_400_Word_Processing,NeuroCore_metrics copia.csv,1.24e+02,0.4241,0.4259,DYNAMIC_FLOW
Pursue_400_Word_Processing,NeuroCore_dataset_summary.csv,nan,,,DYNAMIC_FLOW
Pursue_400_Word_Processing,NeuroCore_FULL_metrics.csv,9.81e+03,0.0,0.85,DYNAMIC_FLOW
Face_processing_EEGLAB_ds002718_outputs,neurocore_events_features.csv,4.88e+02,0.0077,0.8423,DYNAMIC_FLOW
PURSUE_N400_Word_Processing_ds007052,summary_metrics.csv,1.05e+03,0.0043,0.8457,DYNAMIC_FLOW
PURSUE_N400_Word_Processing_ds007052,NeuroCore_metrics.csv,2.82e+03,0.0,0.85,DYNAMIC_FLOW
PURSUE_N400_Word_Processing_ds007052,NeuroCore_metrics copia.csv,1.24e+02,0.4241,0.4259,DYNAMIC_FLOW
PURSUE_N400_Word_Processing_ds007052,NeuroCore_dataset_summary.csv,nan,,,DYNAMIC_FLOW
PURSUE_N400_Word_Processing_ds007052,NeuroCore_FULL_metrics.csv,9.81e+03,0.0,0.85,DYNAMIC_FLOW
NeuroCore_Unified_Results,00_detected_files.csv,3.69e+02,176.1571,175.3071,CRITICAL_BREAKDOWN
NeuroCore_Unified_Results,RUN_neurocore_features.csv,6.78e+02,14.9628,14.1128,CRITICAL_BREAKDOWN
NeuroCore_Unified_Results,stable_neurocore_features.csv,3.50e+02,1.3457,0.4957,CRITICAL_BREAKDOWN
